"","olr.anom","date","week","year"
"14523",12.0055884301828,2014-03-05,10,2014
"14530",10.1404669557333,2014-03-12,11,2014
"14537",2.5836461784486,2014-03-19,12,2014
"14544",12.9607770803222,2014-03-26,13,2014
"14551",-5.08667698724277,2014-04-02,14,2014
"14558",-15.233785775963,2014-04-09,15,2014
"14565",-4.11450917467195,2014-04-16,16,2014
"14572",3.02510032122538,2014-04-23,17,2014
"14579",16.852817195713,2014-04-30,18,2014
"14586",7.32363769766957,2014-05-07,19,2014
"14593",-11.3198249208603,2014-05-14,20,2014
"14600",-4.06198564824169,2014-05-21,21,2014
"14607",-6.34501096728596,2014-05-28,22,2014
"14614",0.0868643282743286,2014-06-04,23,2014
"14621",-4.33473493250555,2014-06-11,24,2014
"14628",-8.38008030054216,2014-06-18,25,2014
"14635",-0.951240134033246,2014-06-25,26,2014
"14642",-13.2894558531063,2014-07-02,27,2014
"14649",-13.0389117044842,2014-07-09,28,2014
"14656",-4.17738599594072,2014-07-16,29,2014
"14663",-5.75334110987618,2014-07-23,30,2014
"14670",3.62273668430938,2014-07-30,31,2014
"14677",8.67082515910915,2014-08-06,32,2014
"14684",0.0159318167338215,2014-08-13,33,2014
"14691",-0.859405283182269,2014-08-20,34,2014
"14698",-5.14647152771038,2014-08-27,35,2014
"14705",-9.12873214907236,2014-09-03,36,2014
"14712",2.36617008253802,2014-09-10,37,2014
"14719",1.47418614577222,2014-09-17,38,2014
"14726",-0.12411133394949,2014-09-24,39,2014
"14733",-0.771809503115873,2014-10-01,40,2014
"14740",3.60507078123797,2014-10-08,41,2014
"14747",8.68899368760371,2014-10-15,42,2014
"14754",3.30779577980451,2014-10-22,43,2014
"14761",3.42874675867023,2014-10-29,44,2014
"14768",5.04438528859466,2014-11-05,45,2014
"14775",3.68348661393544,2014-11-12,46,2014
"14782",7.93778358648841,2014-11-19,47,2014
"14789",-4.54817827355955,2014-11-26,48,2014
"14796",-12.9258182282615,2014-12-03,49,2014
"14803",5.23152396955863,2014-12-10,50,2014
"14810",-1.80254161790507,2014-12-17,51,2014
"14817",-16.4228273805094,2014-12-24,52,2014
"14824",-18.5564258575712,2014-12-31,53,2014
"14831",-22.5463351125348,2015-01-07,1,2015
"14838",3.75815000988189,2015-01-14,2,2015
"14845",9.32048487391495,2015-01-21,3,2015
"14852",2.29462149806996,2015-01-28,4,2015
"14859",-6.41543524860074,2015-02-04,5,2015
"14866",1.29970092148865,2015-02-11,6,2015
"14873",-7.08082283023469,2015-02-18,7,2015
"14880",-1.50655633410711,2015-02-25,8,2015
"14887",-12.0038631198005,2015-03-04,9,2015
"14894",-9.38471390639824,2015-03-11,10,2015
"14901",23.5704202034542,2015-03-18,11,2015
"14908",16.2967061228904,2015-03-25,12,2015
"14915",11.7199446145211,2015-04-01,13,2015
"14922",5.18479817578415,2015-04-08,14,2015
"14929",0.851320652044482,2015-04-15,15,2015
"14936",-5.84847014024152,2015-04-22,16,2015
"14943",-8.67061928053853,2015-04-29,17,2015
"14950",0.556912578510146,2015-05-06,18,2015
"14957",13.3178001181557,2015-05-13,19,2015
"14964",13.5167856829942,2015-05-20,20,2015
"14971",4.12592451855017,2015-05-27,21,2015
"14978",10.6069420410991,2015-06-03,22,2015
"14985",-8.57334498996462,2015-06-10,23,2015
"14992",-8.29384317618442,2015-06-17,24,2015
"14999",-1.85664771840691,2015-06-24,25,2015
"15006",8.44705909773849,2015-07-01,26,2015
"15013",17.91721175959,2015-07-08,27,2015
"15020",20.9071306412151,2015-07-15,28,2015
"15027",18.5690593502063,2015-07-22,29,2015
"15034",7.08462796547472,2015-07-29,30,2015
"15041",-2.91837305525733,2015-08-05,31,2015
"15048",11.0340906688191,2015-08-12,32,2015
"15055",14.2300669025403,2015-08-19,33,2015
"15062",6.88122849491537,2015-08-26,34,2015
"15069",20.2069395202432,2015-09-02,35,2015
"15076",9.81572145188015,2015-09-09,36,2015
"15083",4.82780717991486,2015-09-16,37,2015
"15090",13.1459151843306,2015-09-23,38,2015
"15097",20.0811951292914,2015-09-30,39,2015
"15104",22.4000293621572,2015-10-07,40,2015
"15111",25.0821737180174,2015-10-14,41,2015
"15118",31.5866128382226,2015-10-21,42,2015
"15125",13.8460950156287,2015-10-28,43,2015
"15132",10.1113969180963,2015-11-04,44,2015
"15139",9.83887656306198,2015-11-11,45,2015
"15146",10.8838283307963,2015-11-18,46,2015
"15153",14.5162179224784,2015-11-25,47,2015
"15160",18.1032945733656,2015-12-02,48,2015
"15167",9.98862137881531,2015-12-09,49,2015
"15174",-3.6118463598982,2015-12-16,50,2015
"15181",3.50804281199564,2015-12-23,51,2015
"15188",22.5492320911005,2015-12-30,52,2015
"15195",36.1457435131493,2016-01-06,1,2016
"15202",30.9078532740219,2016-01-13,2,2016
"15209",22.368381473827,2016-01-20,3,2016
"15216",6.81337561050989,2016-01-27,4,2016
"15223",5.00978828269131,2016-02-03,5,2016
"15230",-9.26004916528102,2016-02-10,6,2016
"15237",9.51098237362541,2016-02-17,7,2016
"15244",24.631035817889,2016-02-24,8,2016
"15251",18.525247037414,2016-03-02,9,2016
"15258",17.4289392547705,2016-03-09,10,2016
"15265",-1.78218819499874,2016-03-16,11,2016
"15272",1.38030578338599,2016-03-23,12,2016
"15279",17.7944997656514,2016-03-30,13,2016
"15286",4.85582945736149,2016-04-06,14,2016
"15293",6.31109895474761,2016-04-13,15,2016
"15300",13.3651921292287,2016-04-20,16,2016
"15307",8.35234700656318,2016-04-27,17,2016
"15314",7.316954977788,2016-05-04,18,2016
"15321",-1.35149255697001,2016-05-11,19,2016
"15328",-10.9055623960736,2016-05-18,20,2016
"15335",-6.81066389653991,2016-05-25,21,2016
"15342",-4.81863827989363,2016-06-01,22,2016
"15349",17.0901053802598,2016-06-08,23,2016
"15356",-2.63368973693753,2016-06-15,24,2016
"15363",-19.7359475691631,2016-06-22,25,2016
"15370",-10.8889379493399,2016-06-29,26,2016
"15377",7.16395462180293,2016-07-06,27,2016
"15384",3.8280006772359,2016-07-13,28,2016
"15391",-7.59261100062588,2016-07-20,29,2016
"15398",-9.57206884749865,2016-07-27,30,2016
"15405",-4.99714934094261,2016-08-03,31,2016
"15412",-6.19252886962455,2016-08-10,32,2016
"15419",-0.395828090382768,2016-08-17,33,2016
"15426",-4.20359539399554,2016-08-24,34,2016
"15433",3.29821862713953,2016-08-31,35,2016
"15440",-9.6746323727741,2016-09-07,36,2016
"15447",-17.9570498460704,2016-09-14,37,2016
"15454",-10.0352968817047,2016-09-21,38,2016
"15461",-13.4350816729363,2016-09-28,39,2016
"15468",-17.2054343843718,2016-10-05,40,2016
"15475",-15.3045042812369,2016-10-12,41,2016
"15482",-9.84250087959996,2016-10-19,42,2016
"15489",-18.4786691671777,2016-10-26,43,2016
"15496",-22.8134312329556,2016-11-02,44,2016
"15503",-4.62136133302498,2016-11-09,45,2016
"15510",-8.27478956593509,2016-11-16,46,2016
"15517",-13.9387604357648,2016-11-23,47,2016
"15524",-8.30527438555953,2016-11-30,48,2016
"15531",-10.651620373699,2016-12-07,49,2016
"15538",-10.0384085108644,2016-12-14,50,2016
"15545",-11.9614680003741,2016-12-21,51,2016
"15552",-12.691901944314,2016-12-28,52,2016
"15559",-19.4285231587298,2017-01-04,1,2017
"15566",-5.24142848862927,2017-01-11,2,2017
"15573",-6.57490346986686,2017-01-18,3,2017
"15580",-20.7840267466539,2017-01-25,4,2017
"15587",-26.5373226492673,2017-02-01,5,2017
"15594",-8.52043793303065,2017-02-08,6,2017
"15601",5.0063079699992,2017-02-15,7,2017
"15608",-4.91527859727363,2017-02-22,8,2017
"15615",-19.2732263245833,2017-03-01,9,2017
"15622",-7.4130965423239,2017-03-08,10,2017
"15629",-10.7386703476202,2017-03-15,11,2017
"15636",-6.96070104565475,2017-03-22,12,2017
"15643",-22.7584972543756,2017-03-29,13,2017
"15650",-24.8453396618138,2017-04-05,14,2017
"15657",-9.26553228357765,2017-04-12,15,2017
"15664",-5.0670367181457,2017-04-19,16,2017
"15671",0.430809416779925,2017-04-26,17,2017
"15678",5.929482003467,2017-05-03,18,2017
"15685",-6.61310256803035,2017-05-10,19,2017
"15692",-6.60369021884282,2017-05-17,20,2017
"15699",-3.40832204221919,2017-05-24,21,2017
"15706",-9.38665073266744,2017-05-31,22,2017
"15713",-2.64757691860392,2017-06-07,23,2017
"15720",6.131080423911,2017-06-14,24,2017
"15727",1.39829246306935,2017-06-21,25,2017
"15734",-4.59636400303165,2017-06-28,26,2017
"15741",-7.86949052409191,2017-07-05,27,2017
"15748",-14.9239609108889,2017-07-12,28,2017
"15755",-16.5334391895893,2017-07-19,29,2017
"15762",0.204499765113196,2017-07-26,30,2017
"15769",5.42525636822717,2017-08-02,31,2017
"15776",2.51796792658243,2017-08-09,32,2017
"15783",-10.0705974413001,2017-08-16,33,2017
"15790",5.69339616861345,2017-08-23,34,2017
"15797",4.79370243572439,2017-08-30,35,2017
"15804",3.38325269687341,2017-09-06,36,2017
"15811",-10.0284313598525,2017-09-13,37,2017
"15818",-9.56245646482759,2017-09-20,38,2017
"15825",-9.6560696151391,2017-09-27,39,2017
"15832",0.798753679804357,2017-10-04,40,2017
"15839",-11.8018464440011,2017-10-11,41,2017
"15846",-6.01546000855598,2017-10-18,42,2017
"15853",-1.92880007991507,2017-10-25,43,2017
"15860",-3.8490008494012,2017-11-01,44,2017
"15867",-8.97286983137852,2017-11-08,45,2017
"15874",-7.38964378244547,2017-11-15,46,2017
"15881",-8.5648439859936,2017-11-22,47,2017
"15888",-18.1139849463086,2017-11-29,48,2017
"15895",-7.3527158896639,2017-12-06,49,2017
"15902",-6.52371375376532,2017-12-13,50,2017
"15909",3.73125775105887,2017-12-20,51,2017
"15916",-1.56378662065074,2017-12-27,52,2017
"15923",0.321016865634947,2018-01-03,1,2018
"15930",-8.41016773249205,2018-01-10,2,2018
"15937",-22.4110506762697,2018-01-17,3,2018
"15944",-17.9572535589476,2018-01-24,4,2018
"15951",-13.3358179611991,2018-01-31,5,2018
"15958",14.7394694960165,2018-02-07,6,2018
"15965",8.3473092130431,2018-02-14,7,2018
"15972",10.4235321276957,2018-02-21,8,2018
"15979",-7.52898791202805,2018-02-28,9,2018
"15986",-5.46917559914966,2018-03-07,10,2018
"15993",-9.05361054527599,2018-03-14,11,2018
"16000",-9.09888243099593,2018-03-21,12,2018
"16007",-3.35942315793723,2018-03-28,13,2018
"16014",8.29582899622925,2018-04-04,14,2018
"16021",2.13747783332151,2018-04-11,15,2018
"16028",-2.11086155126356,2018-04-18,16,2018
"16035",-10.6092790044645,2018-04-25,17,2018
"16042",3.70348783809832,2018-05-02,18,2018
"16049",16.434306364495,2018-05-09,19,2018
"16056",5.99861375270139,2018-05-16,20,2018
"16063",-6.04741157931235,2018-05-23,21,2018
"16070",-14.4615528812711,2018-05-30,22,2018
"16077",8.563156799344,2018-06-06,23,2018
"16084",4.13528520962617,2018-06-13,24,2018
"16091",7.04931281823223,2018-06-20,25,2018
"16098",1.90999011117827,2018-06-27,26,2018
"16105",-9.35183928846385,2018-07-04,27,2018
"16112",-9.67781275381567,2018-07-11,28,2018
"16119",1.46616878633437,2018-07-18,29,2018
"16126",9.89535675299383,2018-07-25,30,2018
"16133",0.772764977341914,2018-08-01,31,2018
"16140",-4.51466110123097,2018-08-08,32,2018
"16147",7.87983379707619,2018-08-15,33,2018
"16154",-0.725738825511741,2018-08-22,34,2018
"16161",-1.07148566415906,2018-08-29,35,2018
"16168",-5.55281382920426,2018-09-05,36,2018
"16175",-1.29861676148562,2018-09-12,37,2018
"16182",-1.94238195934265,2018-09-19,38,2018
"16189",10.1211328433618,2018-09-26,39,2018
"16196",19.9094109368067,2018-10-03,40,2018
"16203",13.8150627010227,2018-10-10,41,2018
"16210",-4.43397974314902,2018-10-17,42,2018
"16217",1.59648984128934,2018-10-24,43,2018
"16224",13.0047733290272,2018-10-31,44,2018
"16231",-2.86111867559741,2018-11-07,45,2018
"16238",-6.41125382857583,2018-11-14,46,2018
"16245",3.98531720217336,2018-11-21,47,2018
"16252",10.3582787806841,2018-11-28,48,2018
"16259",21.1662395742647,2018-12-05,49,2018
"16266",1.09507318912798,2018-12-12,50,2018
"16273",-12.3987530116218,2018-12-19,51,2018
"16280",-10.0747047306846,2018-12-26,52,2018
"16287",-0.694133351847228,2019-01-02,1,2019
"16294",18.5537161967911,2019-01-09,2,2019
"16301",-10.506505228003,2019-01-16,3,2019
"16308",-16.4720234231247,2019-01-23,4,2019
"16315",-5.54047375588213,2019-01-30,5,2019
"16322",14.7967696548578,2019-02-06,6,2019
"16329",20.7922901258779,2019-02-13,7,2019
"16336",19.5058753135552,2019-02-20,8,2019
"16343",24.376377933724,2019-02-27,9,2019
"16350",-5.63874376099594,2019-03-06,10,2019
"16357",-10.8505723385459,2019-03-13,11,2019
"16364",5.93757028452695,2019-03-20,12,2019
"16371",3.15534274541991,2019-03-27,13,2019
"16378",-1.86627481125686,2019-04-03,14,2019
"16385",3.78261896105699,2019-04-10,15,2019
"16392",7.2526721163938,2019-04-17,16,2019
"16399",-6.31247037885138,2019-04-24,17,2019
"16406",-6.77506827340685,2019-05-01,18,2019
"16413",16.0330417767846,2019-05-08,19,2019
"16420",17.167663913303,2019-05-15,20,2019
"16427",12.4962221975825,2019-05-22,21,2019
"16434",3.55872108872203,2019-05-29,22,2019
"16441",-8.58343448540419,2019-06-05,23,2019
"16448",0.362646150338203,2019-06-12,24,2019
"16455",-1.56074133568621,2019-06-19,25,2019
"16462",5.57659639975966,2019-06-26,26,2019
"16469",12.9240743577578,2019-07-03,27,2019
"16476",8.6511765583055,2019-07-10,28,2019
"16483",9.21002146591818,2019-07-17,29,2019
"16490",6.9854191770808,2019-07-24,30,2019
"16497",1.91186896464619,2019-07-31,31,2019
"16504",0.823387332459723,2019-08-07,32,2019
"16511",11.3506621780662,2019-08-14,33,2019
"16518",3.68850456563333,2019-08-21,34,2019
"16525",0.324605210851376,2019-08-28,35,2019
"16532",10.2832783243112,2019-09-04,36,2019
"16539",12.7353829424951,2019-09-11,37,2019
"16546",20.1119853228714,2019-09-18,38,2019
"16553",23.3773756986093,2019-09-25,39,2019
"16560",15.9571246828034,2019-10-02,40,2019
"16567",12.7825273274269,2019-10-09,41,2019
"16574",11.9705753731752,2019-10-16,42,2019
"16581",14.9030228695125,2019-10-23,43,2019
"16588",3.66401463703762,2019-10-30,44,2019
"16595",-4.43038687414701,2019-11-06,45,2019
"16602",12.7669518712854,2019-11-13,46,2019
"16609",20.5537851768957,2019-11-20,47,2019
"16616",24.8136452067792,2019-11-27,48,2019
"16623",17.5370454687214,2019-12-04,49,2019
"16630",15.0563263645183,2019-12-11,50,2019
"16637",7.82392476566776,2019-12-18,51,2019
"16644",19.2740530629214,2019-12-25,52,2019
"16651",12.3603061838432,2020-01-01,1,2020
"16658",-5.05368187876829,2020-01-08,2,2020
"16665",15.8318446885087,2020-01-15,3,2020
"16672",40.0096221812712,2020-01-22,4,2020
"16679",19.5688358500338,2020-01-29,5,2020
"16686",-0.0207762337942898,2020-02-05,6,2020
"16693",1.00962564455629,2020-02-12,7,2020
"16700",17.0939232288879,2020-02-19,8,2020
"16707",22.577996236091,2020-02-26,9,2020
"16714",0.51837076908976,2020-03-04,10,2020
"16721",11.0317736177419,2020-03-11,11,2020
"16728",11.6399012790146,2020-03-18,12,2020
"16735",-9.12680834922332,2020-03-25,13,2020
"16742",5.65974674151775,2020-04-01,14,2020
"16749",15.1958659759876,2020-04-08,15,2020
"16756",10.5036787254289,2020-04-15,16,2020
"16763",4.72899568341172,2020-04-22,17,2020
"16770",-18.208496276191,2020-04-29,18,2020
"16777",-1.26404072381586,2020-05-06,19,2020
"16784",4.60370359364517,2020-05-13,20,2020
"16791",-10.2506859562036,2020-05-20,21,2020
"16798",2.8534066800486,2020-05-27,22,2020
"16805",4.59424539230671,2020-06-03,23,2020
"16812",-0.57501492119366,2020-06-10,24,2020
"16819",7.56293440542564,2020-06-17,25,2020
"16826",0.867106383509699,2020-06-24,26,2020
"16833",3.61746388376334,2020-07-01,27,2020
"16840",-1.02883934263744,2020-07-08,28,2020
"16847",4.73286122234728,2020-07-15,29,2020
"16854",10.3597202229763,2020-07-22,30,2020
"16861",-3.49152724345327,2020-07-29,31,2020
"16868",-4.60305481454509,2020-08-05,32,2020
"16875",7.12579759463559,2020-08-12,33,2020
"16882",17.2018476889136,2020-08-19,34,2020
"16889",14.2175408082353,2020-08-26,35,2020
"16896",-1.73775749182032,2020-09-02,36,2020
"16903",5.95744832520177,2020-09-09,37,2020
"16910",-1.99550165516955,2020-09-16,38,2020
"16917",3.17192711849091,2020-09-23,39,2020
"16924",-2.30134992013271,2020-09-30,40,2020
"16931",-12.999706638242,2020-10-07,41,2020
"16938",-12.2310265159139,2020-10-14,42,2020
"16945",-4.23348484441919,2020-10-21,43,2020
"16952",-3.34165037777045,2020-10-28,44,2020
"16959",-9.6206527911131,2020-11-04,45,2020
"16966",11.244903448163,2020-11-11,46,2020
"16973",6.94421213636201,2020-11-18,47,2020
"16980",-7.69980069164071,2020-11-25,48,2020
"16987",-6.45249138405854,2020-12-02,49,2020
"16994",8.51286189451326,2020-12-09,50,2020
"17001",-12.9159973384919,2020-12-16,51,2020
"17008",-4.92829652616812,2020-12-23,52,2020
"17015",-5.3429323511738,2020-12-30,53,2020
"17022",-11.094593368007,2021-01-06,1,2021
"17029",-12.518106087054,2021-01-13,2,2021
"17036",-2.84696803779826,2021-01-20,3,2021
"17043",-8.86862195489896,2021-01-27,4,2021
"17050",-13.685853083049,2021-02-03,5,2021
"17057",-1.89498355148584,2021-02-10,6,2021
"17064",-0.347751164254212,2021-02-17,7,2021
"17071",0.40659774722537,2021-02-24,8,2021
"17078",3.76671995428634,2021-03-03,9,2021
"17085",2.67769281639655,2021-03-10,10,2021
"17092",13.2137248295129,2021-03-17,11,2021
"17099",-12.3566200507366,2021-03-24,12,2021
"17106",-16.2664971899886,2021-03-31,13,2021
"17113",-6.9831650865083,2021-04-07,14,2021
